189	28336	nay	adjective, adverb, noun
190	27953	yêu	adjective, adverb, verb
191	27341	mấy	adverb, determiner
192	27008	cuộc	noun
193	26966	chắc	adjective, adverb, particle, verb
194	26880	thế nào	adverb
195	26778	hỏi	verb
196	26347	bỏ	noun, verb
197	26242	chào	interjection, verb
198	26047	loại	noun, verb
199	26022	bao giờ	adverb
200	25330	hả	adjective, interjection, particle, verb
201	25230	tổ chức	noun, verb
202	25058	nhanh	adjective, adverb
203	24764	giống	adjective, noun, verb
204	24592	gia đình	noun
205	24547	nhớ	verb
206	24495	chỗ	noun
207	24402	nhỏ	adjective, noun, pronoun, verb
208	24396	chẳng	adverb
209	24377	tiếng	noun
210	24281	bây giờ	adverb
211	24271	vấn đề	noun
212	24265	ngươi	noun
213	24188	tại sao	adverb
214	24075	xảy	verb
215	23856	làm việc	verb
216	23639	thế giới	noun
217	23604	công ty	noun
218	23571	tạo	noun, verb
219	23566	lời	classifier, noun
220	23443	ba	adjective, determiner, noun, numeral
221	23430	phát triển	adjective, noun, verb
222	23241	giữ	verb
223	23163	thực hiện	verb
224	23018	trẻ	adjective, noun
225	22940	cha	noun, pronoun
226	22920	đủ	adjective, adverb
227	22618	quay	noun, verb
228	22564	vụ	noun, verb
229	22439	đẹp	adjective
230	22220	câu	noun, verb
231	22023	dưới	preposition
232	21974	thằng	classifier
233	21905	hoạt động	adjective, noun
234	21880	tỉnh	noun, verb
235	21862	đồng	noun
236	21830	tự	adverb, noun, preposition
237	21703	giữa	preposition
238	21647	chơi	verb
239	21580	mua	noun, verb
240	21552	vâng	interjection, verb
241	21496	thưa	adjective, verb
242	21347	kẻ	noun, verb
243	21316	tăng	noun, proper noun, verb
244	21234	vài	determiner
245	21149	bài	classifier, noun, verb
246	21140	phần	noun, particle, verb
247	21047	ý	noun
248	20942	tuổi	noun
249	20840	giá	adjective, conjunction, noun
250	20763	thành	adjective, noun, preposition, proper noun, verb
251	20518	sáng	adjective, noun, proper noun
252	20511	cám ơn	verb
253	20501	xây dựng	verb
254	20484	đồ	noun, particle, verb
255	20465	chúa	adjective, adverb, noun, proper noun
256	20463	khoảng	adverb, noun
257	20445	khiến	verb
258	20434	bán	prefix, verb
259	19908	phía	noun
260	19862	điểm	noun, verb
261	19678	đầu tiên	adjective
262	19577	chạy	adverb, verb
263	19324	bởi	conjunction
264	19303	bắt đầu	verb
265	19189	gây	verb
266	19072	một số	adjective
267	18929	đặc biệt	adjective
268	18832	kia	adjective, adverb
269	18797	bắt	verb
270	18797	đối với	preposition
271	18667	chú	classifier, noun, pronoun
272	18611	như vậy	adjective
273	18466	thông tin	noun, verb
274	18402	thành phố	noun
275	18381	thường	adjective, adverb, proper noun
276	18351	máy	noun
277	18290	ơi	particle
278	18014	gái	adjective, noun
279	17957	khá	adjective, adverb
280	17909	quan trọng	adjective
281	17792	dân	noun
282	17777	tối	adjective, noun
283	17771	triệu	numeral, proper noun
284	17713	ổn	adjective
285	17700	có lẽ	adverb
286	17550	chương trình	noun
287	17338	sản phẩm	noun
288	17279	đứng	adjective, verb
289	17195	nói chuyện	noun, verb
290	17143	đứa	classifier
291	17031	giảm	verb
292	17014	mặt	noun
293	16993	buổi	noun
294	16971	rõ	adjective, interjection
295	16953	bệnh	adjective, noun
296	16913	đặt	verb
297	16900	tính	noun, verb
298	16862	tiếp tục	verb
299	16845	ừ	character, particle, verb
300	16830	i	character, noun
301	16650	vui	adjective, proper noun
302	16622	đêm	noun
303	16595	đội	noun, verb
304	16562	đầu tư	verb
305	16554	kể	verb
306	16551	chờ	noun, verb
307	16541	ngủ	noun, verb
308	16476	viết	noun, verb
309	16467	thi	noun, verb
310	16440	bảo	proper noun, verb
311	16425	tham gia	verb
312	16284	ngồi	verb
313	16151	đạt	verb
314	16068	uống	verb
315	15954	chọn	verb
316	15907	tuy nhiên	adverb
317	15879	thuốc	noun, verb
318	15771	hệ thống	noun
319	15634	bảo vệ	noun, verb
320	15606	đánh	verb
321	15508	cây	classifier, noun
322	15507	thay đổi	verb
323	15496	đáng	adjective, verb
324	15436	trở thành	verb
325	15350	da	noun
326	15337	đất	noun
327	14954	khả năng	noun
328	14907	cấp	adjective, noun, verb
329	14904	màu	noun
330	14882	tuần	noun, verb
331	14830	lâu	adverb
332	14764	công việc	noun
333	14646	thị trường	noun
334	14547	mức	noun
335	14546	ảnh	noun, pronoun
336	14518	doanh nghiệp	noun
337	14423	phụ nữ	noun
338	14390	quan tâm	verb
339	14381	quyết định	noun, verb
340	14331	khó	adjective
341	14314	bước	noun, verb
342	14231	khu	noun
343	14115	bắn	verb
344	14063	phút	noun
345	14063	kiểm tra	noun, verb
346	13993	xa	adjective, noun
347	13953	nằm	noun, verb
348	13924	trả	verb
349	13920	sợ	verb
350	13890	thuộc	verb
351	13881	kinh tế	adjective, noun
352	13832	sản xuất	noun, verb
353	13789	vợ	noun
354	13782	ít	determiner
355	13769	hôm nay	adverb
356	13764	xong	adjective, verb
357	13681	cảnh sát	noun
358	13543	chân	noun
359	13497	kế hoạch	noun
360	13438	nghiên cứu	noun, verb
361	13417	mắt	noun
362	13409	an toàn	adjective, noun
363	13316	cố	adjective, noun, prefix, verb
364	13290	quản lý	noun, verb
365	13280	chút	noun
366	13264	so	adjective, noun, verb
367	13246	cuối cùng	adjective, adverb
368	13245	cổ	adjective, noun, pronoun
369	13166	biển	noun
370	13143	dành	noun, verb
371	13122	ôi	adjective, interjection
372	13113	cuộc sống	noun
373	13055	mở	verb
374	13040	hà nội	proper noun
375	13018	món	classifier, noun
376	12989	dừng	noun, verb
377	12986	thực sự	adverb
378	12960	phim	noun
379	12839	cuối	adjective, noun
380	12812	lo	verb
381	12740	xã hội	noun
382	12689	ngành	noun
383	12670	con người	noun
384	12668	chịu	verb
385	12653	riêng	adjective, preposition
386	12636	lớp	noun
387	12618	yêu cầu	noun, verb
388	12615	đôi	adverb, noun
389	12600	nhóm	noun, verb
390	12594	gửi	verb
391	12558	huyện	noun
392	12545	vàng	adjective, noun
393	12528	càng	adverb, noun
394	12471	coi	interjection, verb
395	12413	ạ	character, particle, verb
396	12410	phép	adjective, noun
397	12367	cứu	verb
398	12344	chắc chắn	adjective, adverb
399	12318	mùa	adjective, noun
400	12315	nhỉ	particle
401	12286	tàu	adjective, noun
402	12285	đọc	verb
403	12148	khó khăn	adjective, noun
404	12117	vùng	noun, verb
405	12109	vị	classifier, noun, preposition
406	12081	diễn	proper noun, verb
407	12031	cơ hội	noun
408	12030	hoàn toàn	adjective, adverb
409	12002	dự án	noun
410	11998	bất cứ	determiner
411	11993	khu vực	noun
412	11940	kết quả	noun
413	11926	sớm	adverb
414	11914	thầy	noun, pronoun
415	11911	báo	noun, verb
416	11850	tránh	verb
417	11805	sang	adjective, proper noun, verb
418	11798	thử	adverb, verb
419	11759	trông	verb
420	11758	người ta	noun, pronoun
421	11739	lòng	noun
422	11701	thiết kế	verb
423	11643	c	character, pronoun
424	11625	cảm thấy	verb
425	11594	quên	verb
426	11593	chủ	noun, verb
427	11590	công tác	noun, verb
428	11570	chống	prefix, verb
429	11551	ban	noun
430	11447	trung tâm	noun
431	11432	tuyệt	adjective, adverb, verb
432	11426	khách hàng	noun
433	11410	làm sao	adverb
434	11391	dài	adjective, adverb
435	11383	nguồn	noun
436	11372	điện thoại	noun, verb
437	11363	trở lại	verb
438	11351	chuyển	noun, verb
439	11336	sẵn sàng	adjective, verb
440	11226	hướng	noun, verb
441	11218	sắp	particle, verb
442	11184	xã	noun
443	11179	đại học	noun
444	11135	chuẩn bị	verb
445	11077	dịch vụ	noun
446	11036	hiệu quả	adjective, noun
447	11021	a	character, interjection, noun, particle, pronoun
448	11012	độ	adverb, noun, verb
449	10961	vòng	adjective, classifier, noun, verb
450	10943	máu	adjective, noun
451	10934	hơi	adverb, noun
452	10924	hoa	adjective, noun, proper noun
453	10866	dễ	adjective
454	10857	bay	adverb, noun, verb
455	10838	vốn	adverb, noun
456	10793	đời	classifier, noun
457	10773	sách	noun
458	10771	kiểu	noun, particle
459	10723	súng	noun
460	10705	chung	adjective, noun, proper noun, verb
461	10693	hiện nay	adverb
462	10646	khoa học	adjective, noun
463	10645	khách	noun
464	10624	chất lượng	noun
465	10617	thành công	noun, verb
466	10560	hỗ trợ	verb
467	10478	t	character, pronoun
468	10448	chồng	noun, verb
469	10447	điện	noun, verb
470	10408	liên quan	noun
471	10400	trả lời	verb
472	10376	đợi	verb
473	10355	nhờ	adjective, preposition, verb
474	10353	nam	adjective, noun, prefix, proper noun
475	10341	đàn ông	noun
476	10335	lựa chọn	noun, verb
477	10332	đông	adjective, noun, verb
478	10326	duy nhất	adjective
479	10296	đầy	adjective
480	10290	biến	interjection, noun, verb
481	10290	làm ơn	verb
482	10281	quyền	noun, prefix, proper noun
483	10204	gã	noun, pronoun
484	10193	mời	verb
485	10188	mạnh	adjective, proper noun
486	10185	bởi vì	conjunction
487	10132	một cách	prefix
488	10107	giải	noun, verb
489	10107	trải	verb
490	10084	đá	noun, verb
491	10081	con trai	noun
492	10064	một chút	noun
493	10060	học sinh	noun
494	10058	cung cấp	verb
495	10039	bác	noun, pronoun, verb
496	10030	vị trí	noun
497	10020	đau	adjective, verb
498	10009	định	verb
499	10000	cạnh	noun, preposition
500	9951	sinh viên	noun
501	9943	vẻ	noun
502	9876	khoá	noun, verb
503	9843	mạng	noun, proper noun, verb
504	9833	đem	verb
505	9832	sinh	noun, verb
506	9813	kết thúc	noun, verb
507	9732	quốc gia	adjective, noun
508	9727	bàn	affix, classifier, noun, verb
509	9722	chiều	noun, verb
510	9692	nhiệm vụ	noun
511	9682	công nghệ	noun
512	9670	dẫn	prefix, verb
513	9637	kinh doanh	verb
514	9607	quân	classifier, noun, proper noun
515	9603	con gái	noun
516	9591	hiện	adverb, verb
517	9568	cơ sở	noun
518	9552	bao nhiêu	pronoun
519	9473	thật sự	adjective, adverb
520	9439	kiếm	noun, proper noun, verb
521	9428	trường hợp	noun
522	9427	bóng	adjective, noun
523	9417	hội	noun
524	9390	quy định	noun, verb
525	9380	to	adjective
526	9359	trung quốc	adjective, proper noun
527	9321	văn hoá	noun, proper noun
528	9319	cửa	noun
529	9315	nàng	noun, pronoun
530	9301	đơn vị	noun
531	9240	ồ	character, interjection, verb
532	9162	cơ	noun, particle
533	9129	đoàn	noun
534	9098	giỏi	adjective, proper noun
535	9090	xuất hiện	verb
536	9067	toàn	adverb, prefix, proper noun
537	9058	hình	noun
538	9044	suốt	adverb, noun
539	9030	tỷ	noun, numeral, pronoun
540	9028	cơ quan	noun
541	9023	thậm chí	adverb
542	9015	rời	verb
543	8999	thiếu	verb
544	8960	đánh giá	verb
545	8940	ngân hàng	noun
546	8917	quả	adverb, classifier, noun
547	8877	n	character
548	8873	bức	adjective, classifier, verb
549	8826	dòng	noun
550	8801	hát	noun, verb
551	8799	vượt	verb
552	8771	thu	noun, proper noun, verb
553	8761	ngon	adjective, adverb
554	8758	dạy	verb
555	8745	du lịch	noun
556	8720	tuyệt vời	adjective
557	8696	trận	classifier, noun
558	8695	cá	noun, particle, verb
559	8674	giải quyết	verb
560	8656	đào tạo	verb
561	8612	pháp	noun, proper noun
562	8605	chuyến	noun
563	8604	lễ	noun, verb
564	8527	cười	noun, verb
565	8480	quan hệ	noun, verb
566	8466	nhằm	conjunction, verb
567	8458	hề	adverb, noun, verb
568	8435	cũ	adjective
569	8410	rượu	noun
570	8402	thiết bị	noun
571	8385	mặc	verb
572	8312	m	character, pronoun
573	8290	giáo dục	noun, verb
574	8282	kìa	interjection, pronoun
575	8245	áo	noun
576	8237	ảnh hưởng	noun, verb
577	8227	bản	classifier, noun, proper noun
578	8222	chính phủ	noun
579	8209	ngôi	classifier, noun
580	8207	quá trình	noun
581	8194	phát hiện	verb
582	8134	nâng	verb
583	8119	môi trường	adjective, noun
584	8102	điều kiện	noun
585	8093	giá trị	noun
586	8082	sông	noun
587	8058	s	character
588	8051	địa phương	adjective, noun
589	8039	trở	verb
590	8034	đơn giản	noun
591	8033	hình ảnh	noun
592	8031	báo cáo	verb
593	8007	cố gắng	noun, verb
594	7998	bản thân	pronoun
595	7989	nổi	adverb, verb
596	7979	quốc tế	adjective
597	7961	thắng	noun, proper noun, verb
598	7948	chàng	noun, pronoun
599	7944	xanh	adjective, noun
600	7923	trách nhiệm	noun
601	7913	máy bay	noun
602	7913	tấn công	verb
603	7910	phù hợp	adjective, verb
604	7902	tập trung	verb
605	7886	chính xác	adjective, adverb
606	7885	tất nhiên	adverb
607	7883	lỗi	noun
608	7871	thoát	verb
609	7860	chất	adjective, noun, verb
610	7857	thấp	adjective
611	7850	tưởng	proper noun, verb
612	7843	bữa	noun
613	7838	sai	adjective, verb
614	7834	đảm bảo	verb
615	7826	trắng	adjective
616	7826	ổng	pronoun
617	7825	tiếp	verb
618	7800	nhà nước	noun
619	7753	mối	classifier, noun, verb
620	7693	cảm giác	noun, verb
621	7684	sếp	noun
622	7674	thực tế	adjective, adverb, noun
623	7659	lao động	noun, verb
624	7634	đóng	verb
625	7629	lãnh đạo	noun
626	7586	tấm	classifier, noun
627	7570	cá nhân	adjective, noun
628	7552	cán bộ	noun, pronoun
629	7526	câu chuyện	noun
630	7522	mục tiêu	noun
631	7466	loài	noun
632	7463	nền	classifier, noun
633	7455	phục vụ	verb
634	7446	ư	adverb, character, noun
635	7412	trang	noun, proper noun
636	7406	hạnh phúc	adjective, noun
637	7373	mau	adjective, adverb
638	7367	mẫu	affix, noun
639	7356	điên	adjective, adverb
640	7345	nội dung	noun
641	7319	nhân viên	noun
642	7282	nữ	adjective, noun, prefix
643	7276	chia sẻ	verb
644	7268	thịt	noun
645	7253	nặng	adjective, noun, verb
646	7233	bình thường	adjective, adverb
647	7223	thư	noun, proper noun
648	7191	vua	adjective, noun
649	7187	giới thiệu	verb
650	7178	nhu cầu	noun
651	7159	vì vậy	adverb
652	7143	cắt	noun, verb
653	7140	đỏ	adjective
654	7139	nhân dân	noun
655	7139	thành viên	noun
656	7125	niềm	noun
657	7123	rõ ràng	adjective
658	7107	miền	noun
659	7072	chết tiệt	interjection
660	7071	giao	noun, verb
661	7068	cầu	noun, proper noun, verb
662	7054	hứa	proper noun, verb
663	7044	game	noun
664	7027	cơ thể	noun
665	6998	luật	noun
666	6992	chúc	verb
667	6987	tình trạng	noun
668	6976	bệnh viện	noun
669	6963	thời điểm	noun
670	6941	may mắn	adjective
671	6921	trở nên	verb
672	6920	sở	noun
673	6919	tình yêu	noun
674	6914	toàn bộ	adjective, noun
675	6913	ngoài ra	adverb
676	6907	trai	adjective, noun
677	6905	đức	noun, prefix
678	6905	lũ	noun
679	6884	giấy	noun
680	6863	vô	interjection, particle, prefix, preposition, verb
681	6862	nghề	noun
682	6857	dễ dàng	adjective
683	6856	thuê	verb
684	6831	thân	adjective, noun, prefix, proper noun
685	6826	tìm kiếm	verb
686	6824	tóc	noun
687	6820	tặng	verb
688	6816	việt	adjective, proper noun
689	6816	trái	adjective, adverb, classifier, noun, preposition
690	6809	nguy hiểm	adjective, noun
691	6762	cuốn	classifier, verb
692	6740	sự thật	noun
693	6737	bánh	noun
694	6736	bắc	adjective, proper noun, verb
695	6736	cánh	classifier, noun
696	6707	quà	noun
697	6697	chăm sóc	verb
698	6666	lịch sử	adjective, noun
699	6665	văn phòng	noun
700	6658	nuôi	adjective, verb
701	6653	hồ sơ	noun
702	6651	căn	classifier, noun, verb
703	6647	nghỉ	verb
704	6638	rừng	noun
705	6597	nhạc	noun
706	6592	lượng	noun
707	6592	lạng	noun
708	6576	xấu	adjective
709	6562	viên	adjective, classifier, proper noun, suffix, verb
710	6538	chú ý	verb
711	6530	trực tiếp	adjective, adverb
712	6509	lá	adjective, classifier, noun
713	6509	thay	adverb, verb
714	6485	tệ	adjective, noun
715	6462	đen	adjective
716	6455	hãng	noun
717	6431	phát	noun, verb
718	6431	trốn	verb
719	6429	tim	noun
720	6428	thăm	noun, verb
721	6407	hành động	noun, verb
722	6397	núi	noun
723	6394	tự nhiên	adjective, adverb, interjection, noun
724	6381	dám	verb
725	6365	hoà	adjective, proper noun, verb
726	6354	làng	noun
727	6354	nổi tiếng	adjective
728	6352	chụp	verb
729	6344	tụi	noun, particle
730	6342	thời	noun
731	6340	nhảy	verb
732	6334	lĩnh vực	noun
733	6322	sâu	adjective, adverb, noun
734	6301	quận	noun
735	6291	kỹ thuật	noun
736	6256	kinh nghiệm	noun
737	6243	kiểm soát	verb
738	6240	máy tính	noun
739	6227	y	adverb, character, noun, pronoun
740	6200	yên	adjective, noun, proper noun
741	6196	hẳn	adverb
742	6173	đoán	verb
743	6166	tương lai	noun
744	6158	hôm	noun
745	6144	đồng ý	verb
746	6137	thể hiện	verb
747	6119	nhóc	adjective, noun
748	6115	nga	adjective, noun, proper noun
749	6112	triển khai	verb
750	6088	đảng	noun
751	6081	hoàn thành	verb
752	6056	tổng thống	noun
753	6048	in	adjective, verb
754	6034	sức khoẻ	noun
755	6022	ý kiến	noun
756	6012	suy nghĩ	verb
757	5992	cầm	noun, proper noun, verb
758	5991	quái	adjective, adverb, interjection, noun
759	5982	tự do	adjective, noun
760	5975	thần	noun, pronoun, proper noun
761	5965	cần thiết	adjective
762	5953	đồng thời	adverb
763	5947	chữ	noun
764	5945	cẩn thận	adjective
765	5945	điều trị	verb
766	5939	nửa	adjective, noun
767	5926	ghi	adjective, verb
768	5922	đề nghị	verb
769	5916	đất nước	noun
770	5906	tầng	noun
771	5896	chả	adverb, noun, pronoun
772	5894	nè	interjection, particle
773	5891	tập	noun, verb
774	5889	ứng dụng	adjective, noun, verb
775	5884	lối	noun
776	5879	nóng	adjective
777	5871	rộng	adjective
778	5863	chủ tịch	noun
779	5858	mong	noun, verb
780	5856	cuộc đời	noun
781	5844	tiếc	verb
782	5796	xác định	adjective, verb
783	5770	khắp	adverb
784	5762	quán	noun
785	5760	bệnh nhân	noun
786	5725	bình	adjective, noun, proper noun, verb
787	5719	băng	noun, verb
788	5710	công	adjective, noun, proper noun
789	5704	điều tra	verb
790	5699	chính sách	noun
791	5682	hiện tại	adjective, adverb, noun
792	5680	giúp đỡ	verb
793	5673	theo dõi	verb
794	5663	bình tĩnh	adjective
795	5657	hồi	noun, verb
796	5657	nợ	noun, verb
797	5649	khách sạn	noun
798	5633	đối tượng	noun
799	5612	may	adjective, proper noun, verb
800	5612	tiến	noun, proper noun, verb
801	5598	gồm	verb
802	5591	bảng	noun
803	5586	thường xuyên	adjective, adverb
804	5584	tạm biệt	interjection, verb
805	5580	cơn	classifier, noun
806	5574	tết	noun, verb
807	5566	đảo	noun, verb
808	5565	kéo	noun, verb
809	5560	tiến hành	verb
810	5556	đổi	verb
811	5555	vé	noun
812	5538	ngày càng	adverb
813	5530	chiến đấu	noun, verb
814	5523	đám	classifier, noun
815	5510	v	adverb, character, particle
816	5507	lo lắng	verb
817	5505	giải thích	verb
818	5468	thông qua	verb
819	5467	ý nghĩa	noun
820	5465	sở hữu	verb
821	5457	công trình	noun
822	5449	đoạn	adverb, noun
823	5449	thông báo	noun, verb
824	5445	toà	classifier, noun, pronoun
825	5444	giai đoạn	noun
826	5443	hồ	noun, proper noun
827	5440	hướng dẫn	noun, verb
828	5411	nước ngoài	adjective, noun
829	5388	một mình	adverb
830	5388	hộ	adverb, noun
831	5384	chiếm	verb
832	5367	phá	noun, verb
833	5366	sức	noun
834	5364	không gian	noun
835	5350	phương pháp	noun
836	5330	nắm	classifier, verb
837	5314	lính	noun
838	5307	vũ khí	noun
839	5307	chấp nhận	verb
840	5303	lệnh	noun
841	5294	già	adjective, noun
842	5288	thả	verb
843	5285	khoan	adverb, noun, verb
844	5279	chính thức	adjective
845	5267	thú vị	adjective
846	5265	lạnh	adjective
847	5264	đại diện	noun, verb
848	5256	cụ thể	adjective
849	5250	tình hình	noun
850	5246	mùi	noun, proper noun
851	5243	anh em	noun, pronoun
852	5240	the	adjective, noun
853	5240	sạch	adjective, adverb
854	5238	nhân	conjunction, noun, preposition, verb
855	5237	nỗi	noun
856	5235	tiệc	noun
857	5234	hấp dẫn	adjective, noun, verb
858	5212	lực lượng	noun
859	5200	ngựa	adjective, noun, proper noun
860	5196	phụ	adjective, verb
861	5193	bao	adverb, determiner, noun, verb
862	5180	lửa	noun
863	5177	nguyên nhân	noun
864	5166	lão	adjective, pronoun
865	5145	dần	adverb, proper noun, verb
866	5137	hợp tác	adjective, noun, verb
867	5126	bốn	numeral
868	5125	ngàn	noun
869	5109	dựa	verb
870	5105	cưới	verb
871	5103	tầm	noun, preposition
872	5095	bí mật	adjective, noun
873	5083	tinh thần	noun
874	5062	môn	noun
875	5062	tình	noun
876	5050	vô cùng	adjective, adverb, noun
877	5042	nghệ thuật	noun
878	5032	vì thế	adverb
879	5029	lập	proper noun, verb
880	5022	đổ	verb
881	5021	túi	adjective, noun
882	5016	tiếp theo	verb
883	5011	lạ	adjective
884	5010	thanh	adjective, classifier, noun, proper noun
885	5008	tường	noun, verb
886	5006	quanh	adjective, preposition
887	4992	tranh	noun, verb
888	4986	tác dụng	noun
889	4986	đầy đủ	adjective, adverb
890	4975	chia	noun, verb
891	4970	rơi	verb
892	4965	thông minh	adjective
893	4955	khẳng định	verb
894	4949	dù	conjunction, noun
895	4949	dầu	noun
896	4946	công nghiệp	noun
897	4946	cảnh	adjective, noun
898	4944	bao gồm	verb
899	4944	ngừng	verb
900	4940	kết hợp	adjective, verb
901	4928	ca	noun, verb
902	4924	đón	verb
903	4909	cháy	adjective, noun, verb
904	4894	giao thông	noun
905	4893	mưa	noun, verb
906	4888	rút	proper noun, verb
907	4884	đô	adjective, noun
908	4879	họp	verb
